game_id,date,home_team,away_team,home_score,away_score
0022500398,2025-12-21,New York Knicks,Miami Heat,132,125
0022500399,2025-12-21,Washington Wizards,San Antonio Spurs,113,124
0022500400,2025-12-21,Minnesota Timberwolves,Milwaukee Bucks,103,100
0022500401,2025-12-21,Sacramento Kings,Houston Rockets,125,124
0022500402,2025-12-22,Cleveland Cavaliers,Charlotte Hornets,139,132
0022500403,2025-12-22,Boston Celtics,Indiana Pacers,103,95
0022500404,2025-12-22,New Orleans Pelicans,Dallas Mavericks,119,113
0022500405,2025-12-22,Denver Nuggets,Utah Jazz,135,112
0022500406,2025-12-22,Oklahoma City Thunder,Memphis Grizzlies,119,103
0022500407,2025-12-22,Golden State Warriors,Orlando Magic,120,97
0022500408,2025-12-22,Portland Trail Blazers,Detroit Pistons,102,110
0022500409,2025-12-23,Charlotte Hornets,Washington Wizards,126,109
0022500410,2025-12-23,Philadelphia 76ers,Brooklyn Nets,106,114
0022500411,2025-12-23,Atlanta Hawks,Chicago Bulls,123,126
0022500412,2025-12-23,Cleveland Cavaliers,New Orleans Pelicans,141,118
0022500413,2025-12-23,Indiana Pacers,Milwaukee Bucks,94,111
0022500414,2025-12-23,Miami Heat,Toronto Raptors,91,112
0022500415,2025-12-23,Dallas Mavericks,Denver Nuggets,131,130
0022500416,2025-12-23,Minnesota Timberwolves,New York Knicks,115,104
0022500417,2025-12-23,San Antonio Spurs,Oklahoma City Thunder,130,110
0022500418,2025-12-23,Phoenix Suns,Los Angeles Lakers,132,108
0022500419,2025-12-23,Utah Jazz,Memphis Grizzlies,128,137
0022500420,2025-12-23,Portland Trail Blazers,Orlando Magic,106,110
0022500421,2025-12-23,Sacramento Kings,Detroit Pistons,127,136
0022500422,2025-12-23,LA Clippers,Houston Rockets,128,108
0022500423,2025-12-26,Atlanta Hawks,Miami Heat,111,126
0022500424,2025-12-26,Orlando Magic,Charlotte Hornets,105,120
0022500425,2025-12-26,Washington Wizards,Toronto Raptors,138,117
0022500426,2025-12-26,Indiana Pacers,Boston Celtics,122,140
0022500427,2025-12-26,Chicago Bulls,Philadelphia 76ers,109,102
0022500428,2025-12-26,Memphis Grizzlies,Milwaukee Bucks,125,104
0022500429,2025-12-26,New Orleans Pelicans,Phoenix Suns,108,115
0022500430,2025-12-26,Utah Jazz,Detroit Pistons,131,129
0022500431,2025-12-26,Portland Trail Blazers,LA Clippers,103,119
0022500432,2025-12-27,Sacramento Kings,Dallas Mavericks,113,107
0022500433,2025-12-27,Orlando Magic,Denver Nuggets,127,126
0022500434,2025-12-27,New Orleans Pelicans,Phoenix Suns,114,123
0022500435,2025-12-27,Atlanta Hawks,New York Knicks,125,128
0022500436,2025-12-27,Miami Heat,Indiana Pacers,142,116
0022500437,2025-12-27,Chicago Bulls,Milwaukee Bucks,103,112
0022500438,2025-12-27,Houston Rockets,Cleveland Cavaliers,117,100
0022500439,2025-12-27,Minnesota Timberwolves,Brooklyn Nets,107,123
0022500440,2025-12-27,San Antonio Spurs,Utah Jazz,114,127
0022500441,2025-12-28,Toronto Raptors,Golden State Warriors,141,127
0022500442,2025-12-28,Oklahoma City Thunder,Philadelphia 76ers,129,104
0022500443,2025-12-28,Washington Wizards,Memphis Grizzlies,116,112
0022500444,2025-12-28,Portland Trail Blazers,Boston Celtics,114,108
0022500445,2025-12-28,LA Clippers,Detroit Pistons,112,99
0022500446,2025-12-28,Los Angeles Lakers,Sacramento Kings,125,101
0022500447,2025-12-29,Charlotte Hornets,Milwaukee Bucks,113,123
0022500448,2025-12-29,Washington Wizards,Phoenix Suns,101,115
0022500449,2025-12-29,Brooklyn Nets,Golden State Warriors,107,120
0022500450,2025-12-29,Miami Heat,Denver Nuggets,147,123
0022500451,2025-12-29,Toronto Raptors,Orlando Magic,107,106
0022500452,2025-12-29,Chicago Bulls,Minnesota Timberwolves,101,136
0022500453,2025-12-29,Houston Rockets,Indiana Pacers,126,119
0022500454,2025-12-29,New Orleans Pelicans,New York Knicks,125,130
0022500455,2025-12-29,Oklahoma City Thunder,Atlanta Hawks,140,129
0022500456,2025-12-29,San Antonio Spurs,Cleveland Cavaliers,101,113
0022500457,2025-12-29,Portland Trail Blazers,Dallas Mavericks,125,122
0022500458,2025-12-30,Memphis Grizzlies,Philadelphia 76ers,136,139
0022500459,2025-12-30,Utah Jazz,Boston Celtics,119,129
0022500460,2025-12-30,Los Angeles Lakers,Detroit Pistons,106,128
0022500461,2025-12-30,LA Clippers,Sacramento Kings,131,90
0022500462,2025-12-31,Charlotte Hornets,Golden State Warriors,125,132
0022500463,2025-12-31,Atlanta Hawks,Minnesota Timberwolves,126,102
0022500464,2025-12-31,Indiana Pacers,Orlando Magic,110,112
0022500465,2025-12-31,Cleveland Cavaliers,Phoenix Suns,129,113
0022500466,2025-12-31,Chicago Bulls,New Orleans Pelicans,134,118
0022500467,2025-12-31,San Antonio Spurs,New York Knicks,134,132
0022500468,2025-12-31,Toronto Raptors,Denver Nuggets,103,106
0022500469,2025-12-31,Milwaukee Bucks,Washington Wizards,113,114
0022500470,2025-12-31,Oklahoma City Thunder,Portland Trail Blazers,124,95
0022500471,2026-01-01,Brooklyn Nets,Houston Rockets,96,120
0022500472,2026-01-01,Detroit Pistons,Miami Heat,112,118
0022500473,2026-01-01,Dallas Mavericks,Philadelphia 76ers,108,123
0022500474,2026-01-01,Sacramento Kings,Boston Celtics,106,120
0022500475,2026-01-01,LA Clippers,Utah Jazz,118,101
0022500476,2026-01-02,Indiana Pacers,San Antonio Spurs,113,123
0022500477,2026-01-02,Washington Wizards,Brooklyn Nets,119,99
0022500478,2026-01-02,Cleveland Cavaliers,Denver Nuggets,113,108
0022500479,2026-01-02,New York Knicks,Atlanta Hawks,99,111
0022500480,2026-01-02,Chicago Bulls,Orlando Magic,121,114
0022500481,2026-01-02,Milwaukee Bucks,Charlotte Hornets,122,121
0022500482,2026-01-02,New Orleans Pelicans,Portland Trail Blazers,109,122
0022500483,2026-01-02,Phoenix Suns,Sacramento Kings,129,102
0022500484,2026-01-02,Golden State Warriors,Oklahoma City Thunder,94,131
0022500485,2026-01-02,Los Angeles Lakers,Memphis Grizzlies,128,121
0022500486,2026-01-03,Miami Heat,Minnesota Timberwolves,115,125
0022500487,2026-01-03,New York Knicks,Philadelphia 76ers,119,130
0022500488,2026-01-03,Toronto Raptors,Atlanta Hawks,134,117
0022500489,2026-01-03,Chicago Bulls,Charlotte Hornets,99,112
0022500490,2026-01-03,San Antonio Spurs,Portland Trail Blazers,110,115
0022500491,2026-01-03,Dallas Mavericks,Houston Rockets,110,104
0022500492,2026-01-03,Golden State Warriors,Utah Jazz,123,114
0022500493,2026-01-03,LA Clippers,Boston Celtics,115,146
0022500494,2026-01-04,Cleveland Cavaliers,Detroit Pistons,110,114
0022500495,2026-01-04,Orlando Magic,Indiana Pacers,135,127
0022500496,2026-01-04,Brooklyn Nets,Denver Nuggets,127,115
0022500497,2026-01-04,Miami Heat,New Orleans Pelicans,125,106
0022500498,2026-01-04,Washington Wizards,Minnesota Timberwolves,115,141
0022500499,2026-01-04,Phoenix Suns,Oklahoma City Thunder,108,105
0022500500,2026-01-04,Sacramento Kings,Milwaukee Bucks,98,115
0022500501,2026-01-04,Los Angeles Lakers,Memphis Grizzlies,120,114
0022500502,2026-01-05,Detroit Pistons,New York Knicks,121,90
0022500503,2026-01-05,Boston Celtics,Chicago Bulls,115,101
0022500504,2026-01-05,Toronto Raptors,Atlanta Hawks,118,100
0022500505,2026-01-05,Houston Rockets,Phoenix Suns,100,97
0022500506,2026-01-05,Oklahoma City Thunder,Charlotte Hornets,97,124
0022500507,2026-01-05,Philadelphia 76ers,Denver Nuggets,124,125
0022500508,2026-01-05,LA Clippers,Golden State Warriors,103,102
0022500509,2026-01-05,Portland Trail Blazers,Utah Jazz,137,117
0022500510,2026-01-06,Indiana Pacers,Cleveland Cavaliers,116,120
0022500511,2026-01-06,Washington Wizards,Orlando Magic,120,112
0022500512,2026-01-06,Memphis Grizzlies,San Antonio Spurs,106,105
0022500513,2026-01-06,Minnesota Timberwolves,Miami Heat,122,94
0022500514,2026-01-06,New Orleans Pelicans,Los Angeles Lakers,103,111
0022500515,2026-01-06,Sacramento Kings,Dallas Mavericks,98,100
0022500516,2026-01-07,Charlotte Hornets,Toronto Raptors,96,97
0022500517,2026-01-07,Detroit Pistons,Chicago Bulls,108,93
0022500518,2026-01-07,Philadelphia 76ers,Washington Wizards,131,110
0022500519,2026-01-07,Atlanta Hawks,New Orleans Pelicans,117,100
0022500520,2026-01-07,Boston Celtics,Denver Nuggets,110,114
0022500521,2026-01-07,Brooklyn Nets,Orlando Magic,103,104
0022500522,2026-01-07,New York Knicks,LA Clippers,123,111
0022500523,2026-01-07,San Antonio Spurs,Los Angeles Lakers,107,91
0022500524,2026-01-07,Memphis Grizzlies,Phoenix Suns,98,117
0022500525,2026-01-07,Oklahoma City Thunder,Utah Jazz,129,125
0022500526,2026-01-07,Golden State Warriors,Milwaukee Bucks,120,113
0022500527,2026-01-07,Portland Trail Blazers,Houston Rockets,103,102
0022500528,2026-01-08,Charlotte Hornets,Indiana Pacers,112,114
0022500529,2026-01-29,Chicago Bulls,Miami Heat,113,116
0022500530,2026-01-08,Minnesota Timberwolves,Cleveland Cavaliers,131,122
0022500531,2026-01-08,Utah Jazz,Dallas Mavericks,116,114
0022500532,2026-01-09,Boston Celtics,Toronto Raptors,125,117
0022500533,2026-01-09,Orlando Magic,Philadelphia 76ers,91,103
0022500534,2026-01-09,Washington Wizards,New Orleans Pelicans,107,128
0022500535,2026-01-09,Brooklyn Nets,LA Clippers,105,121
0022500536,2026-01-09,Memphis Grizzlies,Oklahoma City Thunder,116,117
0022500537,2026-01-09,Denver Nuggets,Atlanta Hawks,87,110
0022500538,2026-01-09,Phoenix Suns,New York Knicks,112,107
0022500539,2026-01-09,Golden State Warriors,Sacramento Kings,137,103
0022500540,2026-01-09,Portland Trail Blazers,Houston Rockets,111,105
0022500541,2026-01-09,Los Angeles Lakers,Milwaukee Bucks,101,105
0022500542,2026-01-10,Cleveland Cavaliers,Minnesota Timberwolves,146,134
0022500543,2026-01-10,Indiana Pacers,Miami Heat,123,99
0022500544,2026-01-10,Detroit Pistons,LA Clippers,92,98
0022500545,2026-01-10,Boston Celtics,San Antonio Spurs,95,100
0022500546,2026-01-10,Chicago Bulls,Dallas Mavericks,125,107
0022500547,2026-01-10,Utah Jazz,Charlotte Hornets,95,150
0022500548,2026-01-11,Orlando Magic,New Orleans Pelicans,128,118
0022500549,2026-01-11,Memphis Grizzlies,Brooklyn Nets,103,98
0022500550,2026-01-11,Toronto Raptors,Philadelphia 76ers,116,115
0022500551,2026-01-11,Portland Trail Blazers,New York Knicks,114,123
0022500552,2026-01-11,Minnesota Timberwolves,San Antonio Spurs,104,103
0022500553,2026-01-11,Oklahoma City Thunder,Miami Heat,124,112
0022500554,2026-01-11,Denver Nuggets,Milwaukee Bucks,108,104
0022500555,2026-01-11,Phoenix Suns,Washington Wizards,112,93
0022500556,2026-01-11,Golden State Warriors,Atlanta Hawks,111,124
0022500557,2026-01-11,Sacramento Kings,Houston Rockets,111,98
0022500558,2026-01-12,Cleveland Cavaliers,Utah Jazz,112,123
0022500559,2026-01-12,Indiana Pacers,Boston Celtics,98,96
0022500560,2026-01-12,Toronto Raptors,Philadelphia 76ers,102,115
0022500561,2026-01-12,Dallas Mavericks,Brooklyn Nets,113,105
0022500562,2026-01-12,Sacramento Kings,Los Angeles Lakers,124,112
0022500563,2026-01-12,LA Clippers,Charlotte Hornets,117,109
0022500564,2026-01-13,Miami Heat,Phoenix Suns,127,121
0022500565,2026-01-13,Houston Rockets,Chicago Bulls,119,113
0022500566,2026-01-13,Milwaukee Bucks,Minnesota Timberwolves,106,139
0022500567,2026-01-13,New Orleans Pelicans,Denver Nuggets,116,122
0022500568,2026-01-13,Oklahoma City Thunder,San Antonio Spurs,119,98
0022500569,2026-01-13,Los Angeles Lakers,Atlanta Hawks,141,116
0022500570,2026-01-13,Golden State Warriors,Portland Trail Blazers,119,97
0022500571,2026-01-14,Indiana Pacers,Toronto Raptors,101,115
0022500572,2026-01-14,Philadelphia 76ers,Cleveland Cavaliers,107,133
0022500573,2026-01-14,Chicago Bulls,Utah Jazz,128,126
0022500574,2026-01-14,New Orleans Pelicans,Brooklyn Nets,116,113
0022500575,2026-01-14,Dallas Mavericks,Denver Nuggets,109,118
0022500576,2026-01-14,Sacramento Kings,New York Knicks,112,101
0022500577,2026-01-14,LA Clippers,Washington Wizards,119,105
0022500579,2026-01-15,Detroit Pistons,Phoenix Suns,108,105
0022500580,2026-01-15,Miami Heat,Boston Celtics,114,119
0022500581,2026-01-15,Houston Rockets,Oklahoma City Thunder,91,111
0022500582,2026-01-15,San Antonio Spurs,Milwaukee Bucks,119,101
0022500583,2026-01-15,Dallas Mavericks,Utah Jazz,144,122
0022500584,2026-01-15,Golden State Warriors,New York Knicks,126,113
0022500585,2026-01-15,Portland Trail Blazers,Atlanta Hawks,117,101
0022500586,2026-01-15,Los Angeles Lakers,Charlotte Hornets,117,135
0022500587,2026-01-16,Brooklyn Nets,Chicago Bulls,112,109
0022500588,2026-01-16,Indiana Pacers,New Orleans Pelicans,127,119
0022500589,2026-01-16,Philadelphia 76ers,Cleveland Cavaliers,115,117
0022500590,2026-01-16,Toronto Raptors,LA Clippers,117,121
0022500591,2026-01-16,Houston Rockets,Minnesota Timberwolves,110,105
0022500592,2026-01-16,Sacramento Kings,Washington Wizards,128,115
0022500593,2026-01-17,Dallas Mavericks,Utah Jazz,138,120
0022500594,2026-01-17,Atlanta Hawks,Boston Celtics,106,132
0022500595,2026-01-17,Detroit Pistons,Indiana Pacers,121,78
0022500596,2026-01-17,New York Knicks,Phoenix Suns,99,106
0022500597,2026-01-17,Miami Heat,Oklahoma City Thunder,122,120
0022500598,2026-01-17,San Antonio Spurs,Minnesota Timberwolves,126,123
0022500599,2026-01-17,Golden State Warriors,Charlotte Hornets,136,116
0022500600,2026-01-17,Denver Nuggets,Washington Wizards,121,115
0022500601,2026-01-17,Portland Trail Blazers,Los Angeles Lakers,132,116
0022500603,2026-01-18,Chicago Bulls,Brooklyn Nets,124,102
0022500604,2026-01-18,Houston Rockets,New Orleans Pelicans,119,110
0022500605,2026-01-18,Denver Nuggets,Charlotte Hornets,87,110
0022500606,2026-01-18,Sacramento Kings,Portland Trail Blazers,110,117
0022500607,2026-01-18,Los Angeles Lakers,Toronto Raptors,110,93
0022500608,2026-01-19,Washington Wizards,LA Clippers,106,110
0022500609,2026-01-19,Philadelphia 76ers,Indiana Pacers,113,104
0022500610,2026-01-19,Brooklyn Nets,Phoenix Suns,117,126
0022500611,2026-01-19,San Antonio Spurs,Utah Jazz,123,110
0022500612,2026-01-19,Golden State Warriors,Miami Heat,135,112
0022500613,2026-01-20,Philadelphia 76ers,Phoenix Suns,110,116
0022500614,2026-01-20,Chicago Bulls,LA Clippers,138,110
0022500615,2026-01-20,Houston Rockets,San Antonio Spurs,111,106
0022500616,2026-01-20,Utah Jazz,Minnesota Timberwolves,127,122
0022500617,2026-01-20,Denver Nuggets,Los Angeles Lakers,107,115
0022500618,2026-01-20,Golden State Warriors,Toronto Raptors,127,145
0022500619,2026-01-20,Sacramento Kings,Miami Heat,117,130
0022500620,2026-01-21,Charlotte Hornets,Cleveland Cavaliers,87,94
0022500621,2026-01-21,Boston Celtics,Indiana Pacers,119,104
0022500622,2026-01-21,New York Knicks,Brooklyn Nets,120,66
0022500623,2026-01-21,Memphis Grizzlies,Atlanta Hawks,122,124
0022500624,2026-01-21,New Orleans Pelicans,Detroit Pistons,104,112
0022500625,2026-01-21,Milwaukee Bucks,Oklahoma City Thunder,102,122
0022500626,2026-01-21,Sacramento Kings,Toronto Raptors,109,122
0022500627,2026-01-22,Orlando Magic,Charlotte Hornets,97,124
0022500628,2026-01-22,Philadelphia 76ers,Houston Rockets,128,122
0022500629,2026-01-22,Washington Wizards,Denver Nuggets,97,107
0022500630,2026-01-22,Dallas Mavericks,Golden State Warriors,123,115
0022500631,2026-01-22,Minnesota Timberwolves,Chicago Bulls,115,120
0022500632,2026-01-22,Utah Jazz,San Antonio Spurs,109,126
0022500633,2026-01-22,LA Clippers,Los Angeles Lakers,112,104
0022500634,2026-01-22,Portland Trail Blazers,Miami Heat,127,110
0022500635,2026-01-23,Detroit Pistons,Houston Rockets,104,111
0022500636,2026-01-23,Atlanta Hawks,Phoenix Suns,110,103
0022500637,2026-01-23,Brooklyn Nets,Boston Celtics,126,130
0022500638,2026-01-23,Cleveland Cavaliers,Sacramento Kings,123,118
0022500639,2026-01-23,Memphis Grizzlies,New Orleans Pelicans,127,133
0022500640,2026-01-23,Milwaukee Bucks,Denver Nuggets,100,102
0022500641,2026-01-23,Oklahoma City Thunder,Indiana Pacers,114,117
0022500642,2026-01-23,Portland Trail Blazers,Toronto Raptors,98,110
0022500643,2026-01-24,Philadelphia 76ers,New York Knicks,109,112
0022500644,2026-01-25,Minnesota Timberwolves,Golden State Warriors,85,111
0022500645,2026-01-24,Charlotte Hornets,Washington Wizards,119,115
0022500646,2026-01-24,Orlando Magic,Cleveland Cavaliers,105,119
0022500647,2026-01-24,Chicago Bulls,Boston Celtics,114,111
0022500648,2026-01-24,Dallas Mavericks,Los Angeles Lakers,110,116
0022500649,2026-01-24,Utah Jazz,Miami Heat,116,147
0022500650,2026-01-25,Detroit Pistons,Sacramento Kings,139,116
0022500651,2026-03-18,Memphis Grizzlies,Denver Nuggets,125,118
0022500652,2026-03-31,Milwaukee Bucks,Dallas Mavericks,123,99
0022500653,2026-01-25,Oklahoma City Thunder,Toronto Raptors,101,103
0022500654,2026-01-25,San Antonio Spurs,New Orleans Pelicans,95,104
0022500655,2026-01-25,Phoenix Suns,Miami Heat,102,111
0022500656,2026-01-25,LA Clippers,Brooklyn Nets,126,89
0022500657,2026-01-26,Charlotte Hornets,Philadelphia 76ers,130,93
0022500658,2026-01-26,Cleveland Cavaliers,Orlando Magic,114,98
0022500659,2026-01-26,Atlanta Hawks,Indiana Pacers,132,116
0022500660,2026-01-26,Boston Celtics,Portland Trail Blazers,102,94
0022500661,2026-01-26,Chicago Bulls,Los Angeles Lakers,118,129
0022500662,2026-01-26,Houston Rockets,Memphis Grizzlies,108,99
0022500663,2026-01-26,Minnesota Timberwolves,Golden State Warriors,108,83
0022500664,2026-01-27,Washington Wizards,Portland Trail Blazers,115,111
0022500665,2026-01-27,New York Knicks,Sacramento Kings,103,87
0022500666,2026-01-27,Philadelphia 76ers,Milwaukee Bucks,139,122
0022500667,2026-01-27,Oklahoma City Thunder,New Orleans Pelicans,104,95
0022500668,2026-01-27,Denver Nuggets,Detroit Pistons,107,109
0022500669,2026-01-27,Phoenix Suns,Brooklyn Nets,106,102
0022500670,2026-01-27,Utah Jazz,LA Clippers,103,115
0022500671,2026-01-28,Cleveland Cavaliers,Los Angeles Lakers,129,99
0022500672,2026-01-28,Indiana Pacers,Chicago Bulls,113,110
0022500673,2026-01-28,Boston Celtics,Atlanta Hawks,106,117
0022500674,2026-01-28,Miami Heat,Orlando Magic,124,133
0022500675,2026-01-28,Toronto Raptors,New York Knicks,92,119
0022500676,2026-01-28,Memphis Grizzlies,Charlotte Hornets,97,112
0022500677,2026-01-28,Dallas Mavericks,Minnesota Timberwolves,105,118
0022500678,2026-01-28,Utah Jazz,Golden State Warriors,124,140
0022500679,2026-01-28,Houston Rockets,San Antonio Spurs,99,111
0022500680,2026-01-29,Philadelphia 76ers,Sacramento Kings,113,111
0022500681,2026-01-29,Washington Wizards,Milwaukee Bucks,109,99
0022500682,2026-01-29,Atlanta Hawks,Houston Rockets,86,104
0022500683,2026-01-29,Dallas Mavericks,Charlotte Hornets,121,123
0022500684,2026-01-29,Denver Nuggets,Brooklyn Nets,107,103
0022500685,2026-01-29,Phoenix Suns,Detroit Pistons,114,96
0022500686,2026-01-29,Minnesota Timberwolves,Oklahoma City Thunder,123,111
0022500687,2026-01-30,Orlando Magic,Toronto Raptors,130,120
0022500688,2026-01-30,Washington Wizards,Los Angeles Lakers,111,142
0022500689,2026-01-30,Boston Celtics,Sacramento Kings,112,93
0022500690,2026-01-30,New York Knicks,Portland Trail Blazers,127,97
0022500691,2026-01-30,New Orleans Pelicans,Memphis Grizzlies,114,106
0022500692,2026-01-31,Miami Heat,Chicago Bulls,118,125
0022500693,2026-01-30,Phoenix Suns,Cleveland Cavaliers,126,113
0022500694,2026-01-30,Utah Jazz,Brooklyn Nets,99,109
0022500695,2026-01-30,Denver Nuggets,LA Clippers,122,109
0022500696,2026-01-30,Golden State Warriors,Detroit Pistons,124,131
0022500697,2026-01-31,Charlotte Hornets,San Antonio Spurs,111,106
0022500698,2026-01-31,Indiana Pacers,Atlanta Hawks,129,124
0022500699,2026-01-31,Philadelphia 76ers,New Orleans Pelicans,124,114
0022500700,2026-01-31,Memphis Grizzlies,Minnesota Timberwolves,114,131
0022500701,2026-01-31,Houston Rockets,Dallas Mavericks,111,107
0022500702,2026-02-01,Boston Celtics,Milwaukee Bucks,107,79
0022500703,2026-02-01,San Antonio Spurs,Orlando Magic,112,103
0022500704,2026-02-01,Detroit Pistons,Brooklyn Nets,130,77
0022500705,2026-02-01,Miami Heat,Chicago Bulls,134,91
0022500706,2026-02-01,Toronto Raptors,Utah Jazz,107,100
0022500707,2026-02-01,Washington Wizards,Sacramento Kings,116,112
0022500708,2026-02-01,New York Knicks,Los Angeles Lakers,112,100
0022500709,2026-02-01,Phoenix Suns,LA Clippers,93,117
0022500710,2026-02-01,Portland Trail Blazers,Cleveland Cavaliers,111,130
0022500711,2026-02-01,Denver Nuggets,Oklahoma City Thunder,111,121
0022500712,2026-02-02,Charlotte Hornets,New Orleans Pelicans,102,95
0022500713,2026-02-02,Indiana Pacers,Houston Rockets,114,118
0022500714,2026-02-02,Memphis Grizzlies,Minnesota Timberwolves,137,128
0022500715,2026-02-02,LA Clippers,Philadelphia 76ers,113,128
0022500716,2026-02-03,Detroit Pistons,Denver Nuggets,124,121
0022500717,2026-02-03,Indiana Pacers,Utah Jazz,122,131
0022500718,2026-02-03,Washington Wizards,New York Knicks,101,132
0022500719,2026-02-03,Brooklyn Nets,Los Angeles Lakers,109,125
0022500720,2026-02-03,Miami Heat,Atlanta Hawks,115,127
0022500721,2026-02-03,Dallas Mavericks,Boston Celtics,100,110
0022500722,2026-02-03,Milwaukee Bucks,Chicago Bulls,131,115
0022500723,2026-02-03,Oklahoma City Thunder,Orlando Magic,128,92
0022500724,2026-02-03,Golden State Warriors,Philadelphia 76ers,94,113
0022500725,2026-02-03,Portland Trail Blazers,Phoenix Suns,125,130
0022500726,2026-02-04,New York Knicks,Denver Nuggets,134,127
0022500727,2026-02-04,Toronto Raptors,Minnesota Timberwolves,126,128
0022500728,2026-02-04,Houston Rockets,Boston Celtics,93,114
0022500729,2026-02-04,Milwaukee Bucks,New Orleans Pelicans,141,137
0022500730,2026-02-04,San Antonio Spurs,Oklahoma City Thunder,116,106
0022500731,2026-02-04,Sacramento Kings,Memphis Grizzlies,125,129
0022500732,2026-02-04,LA Clippers,Cleveland Cavaliers,91,124
0022500733,2026-02-05,Detroit Pistons,Washington Wizards,117,126
0022500734,2026-02-05,Orlando Magic,Brooklyn Nets,118,98
0022500735,2026-02-05,Atlanta Hawks,Utah Jazz,121,119
0022500736,2026-02-05,Toronto Raptors,Chicago Bulls,123,107
0022500737,2026-02-05,Houston Rockets,Charlotte Hornets,99,109
0022500738,2026-02-05,Dallas Mavericks,San Antonio Spurs,123,135
0022500739,2026-02-05,Phoenix Suns,Golden State Warriors,97,101
0022500740,2026-02-05,Los Angeles Lakers,Philadelphia 76ers,119,115
0022500741,2026-02-06,Boston Celtics,Miami Heat,98,96
0022500742,2026-02-06,Detroit Pistons,New York Knicks,118,80
0022500743,2026-02-06,Milwaukee Bucks,Indiana Pacers,105,99
0022500744,2026-02-06,Minnesota Timberwolves,New Orleans Pelicans,115,119
0022500745,2026-02-06,Portland Trail Blazers,Memphis Grizzlies,135,115
0022500746,2026-02-06,Sacramento Kings,LA Clippers,111,114
0022500747,2026-02-07,Brooklyn Nets,Washington Wizards,127,113
0022500748,2026-02-07,Oklahoma City Thunder,Houston Rockets,106,112
0022500749,2026-02-07,San Antonio Spurs,Dallas Mavericks,138,125
0022500750,2026-02-07,Orlando Magic,Utah Jazz,120,117
0022500751,2026-02-07,Atlanta Hawks,Charlotte Hornets,119,126
0022500752,2026-02-07,Chicago Bulls,Denver Nuggets,120,136
0022500753,2026-02-07,Los Angeles Lakers,Golden State Warriors,105,99
0022500754,2026-02-07,Phoenix Suns,Philadelphia 76ers,103,109
0022500755,2026-02-07,Portland Trail Blazers,Memphis Grizzlies,122,115
0022500756,2026-02-07,Sacramento Kings,Cleveland Cavaliers,126,132
0022500757,2026-02-08,Boston Celtics,New York Knicks,89,111
0022500758,2026-02-08,Washington Wizards,Miami Heat,101,132
0022500759,2026-02-08,Toronto Raptors,Indiana Pacers,122,104
0022500760,2026-02-08,Minnesota Timberwolves,LA Clippers,96,115
0022500761,2026-02-09,Charlotte Hornets,Detroit Pistons,104,110
0022500762,2026-02-09,Brooklyn Nets,Chicago Bulls,123,115
0022500763,2026-02-09,Miami Heat,Utah Jazz,111,115
0022500764,2026-02-09,Orlando Magic,Milwaukee Bucks,118,99
0022500765,2026-02-09,Minnesota Timberwolves,Atlanta Hawks,138,116
0022500766,2026-02-09,New Orleans Pelicans,Sacramento Kings,120,94
0022500767,2026-02-09,Denver Nuggets,Cleveland Cavaliers,117,119
0022500768,2026-02-09,Golden State Warriors,Memphis Grizzlies,114,113
0022500769,2026-02-09,Los Angeles Lakers,Oklahoma City Thunder,110,119
0022500770,2026-02-09,Portland Trail Blazers,Philadelphia 76ers,135,118
0022500771,2026-02-10,New York Knicks,Indiana Pacers,134,137
0022500772,2026-02-10,Houston Rockets,LA Clippers,102,95
0022500773,2026-02-10,Phoenix Suns,Dallas Mavericks,120,111
0022500774,2026-02-10,Los Angeles Lakers,San Antonio Spurs,108,136
0022500775,2026-02-11,Charlotte Hornets,Atlanta Hawks,110,107
0022500776,2026-02-11,Cleveland Cavaliers,Washington Wizards,138,113
0022500777,2026-02-11,Orlando Magic,Milwaukee Bucks,108,116
0022500778,2026-02-11,Boston Celtics,Chicago Bulls,124,105
0022500779,2026-02-11,Brooklyn Nets,Indiana Pacers,110,115
0022500780,2026-02-11,Philadelphia 76ers,New York Knicks,89,138
0022500781,2026-02-11,Toronto Raptors,Detroit Pistons,95,113
0022500782,2026-02-11,Houston Rockets,LA Clippers,102,105
0022500783,2026-02-11,Minnesota Timberwolves,Portland Trail Blazers,133,109
0022500784,2026-02-11,New Orleans Pelicans,Miami Heat,111,123
0022500785,2026-02-11,Phoenix Suns,Oklahoma City Thunder,109,136
0022500786,2026-02-11,Utah Jazz,Sacramento Kings,121,93
0022500787,2026-02-11,Denver Nuggets,Memphis Grizzlies,122,116
0022500788,2026-02-11,Golden State Warriors,San Antonio Spurs,113,126
0022500789,2026-02-12,Oklahoma City Thunder,Milwaukee Bucks,93,110
0022500790,2026-02-12,Utah Jazz,Portland Trail Blazers,119,135
0022500791,2026-02-12,Los Angeles Lakers,Dallas Mavericks,124,104
0022500792,2026-02-19,Charlotte Hornets,Houston Rockets,101,105
0022500793,2026-02-19,Cleveland Cavaliers,Brooklyn Nets,112,84
0022500794,2026-02-19,Philadelphia 76ers,Atlanta Hawks,107,117
0022500795,2026-02-19,Washington Wizards,Indiana Pacers,112,105
0022500796,2026-02-19,New York Knicks,Detroit Pistons,111,126
0022500797,2026-02-19,Chicago Bulls,Toronto Raptors,101,110
0022500798,2026-02-19,San Antonio Spurs,Phoenix Suns,121,94
