run_timestamp,sport,match,prediction_date,home_team,away_team,predicted_winner,win_probability_home,win_probability_away,draw_probability,predicted_score,confidence,key_factors,risk_factors
2026-05-28T23:02:22,nba,Detroit Pistons at Indiana Pacers,2026-04-12,Indiana Pacers,Detroit Pistons,Detroit Pistons,0.28,0.72,,Indiana Pacers 97 - 131 Detroit Pistons,Medium,"Model favors Detroit Pistons mainly because of team strength (+18.3 rating edge). | Model favors Detroit Pistons mainly because of recent form (+18.0 rating edge). | Model favors Detroit Pistons mainly because of injury availability (+10.8 rating edge). | Indiana Pacers injury impact: team_injury_penalty=-10.8, missing_starters=1, top=Tyrese Haliburton Out (5.2), Ben Sheppard Out (0.7), Jarace Walker Out (0.7) | Detroit Pistons no confirmed injury records available; penalty 0.0 | home_elo=1266, away_elo=1735, elo_diff=-468, elo_win_probability=0.087 | home_momentum=LWLLL, away_momentum=WWLWW, momentum_score_edge=-4.9 | home_fatigue_score=0.0, away_fatigue_score=0.5, rest_advantage=+0.5, travel_penalty_home=0.0, travel_penalty_away=0.5 | home_advantage_score=2.1 | confidence_cap=0.72, upset_risk_score=0.14 | AI analysis: model leans Detroit Pistons after combining Elo, form, availability, rest, and venue context. | home_elo=1266, away_elo=1735, elo_diff=-468, elo_win_probability=0.087 | home_momentum=LWLLL, away_momentum=WWLWW, momentum_score_edge=-4.9 | home_fatigue_score=0.0, away_fatigue_score=0.5, rest_advantage=+0.5, travel_penalty_home=0.0, travel_penalty_away=0.5 | home_advantage_score=2.1 | Main risk: Indiana Pacers has high injury impact (-10.8).","Indiana Pacers injury penalty -10.8. | favorite_risk_reason=Detroit Pistons is an away favorite. | confidence_cap=0.72, upset_risk_score=0.14. | Indiana Pacers injury API failed; using injury_cache.csv fallback | Indiana Pacers missing_starters=1 | WARNING: missing injury data for Detroit Pistons | Indiana Pacers has high injury impact (-10.8). | favorite_risk_reason=Detroit Pistons is an away favorite."
