run_timestamp,created_at,sport,match,prediction_date,date,home_team,away_team,predicted_winner,predicted_result,win_probability_home,win_probability_away,home_win_probability,away_win_probability,draw_probability,predicted_score,actual_result,confidence,key_factors,risk_factors,model_version,data_source
2026-06-03T11:01:43,2026-06-03T11:01:43,football,Mexico vs South Africa,2026-06-03,2026-06-03,Mexico,South Africa,Mexico,Mexico,0.5396,0.1855,0.5396,0.1855,0.275,Mexico 2 - 1 South Africa,,Low,"Mexico recent goals for 1.20, against 1.20 | South Africa recent goals for 1.20, against 0.90 | FIFA rank edge feature +0.44 | home_elo=1662, away_elo=1587, elo_diff=+76, elo_win_probability=0.660 | home_momentum=DDWWW, away_momentum=LDWWD, momentum_score_edge=+1.6 | home_advantage_score=0.28 | draw_probability=0.275, draw_risk=0.464, predicted_result=HOME_WIN | AI analysis: model leans Mexico after combining Elo, form, availability, rest, and venue context. | home_momentum=DDWWW, away_momentum=LDWWD, momentum_score_edge=+1.6 | home_advantage_score=0.28 | draw_probability=0.275, draw_risk=0.464, predicted_result=HOME_WIN",No major data completeness risks detected.,v1.0.0,manual_input
